Ticker,Company,Sector,Industry,Market Cap,Year,Basic EPS,Free Cash Flow,P/E Ratio,Share Price
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,25316741120,2022,4.14,1243000000.0,7.387381475328824,30.583759307861328
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,25316741120,2021,4.5,1481000000.0,8.831622653537327,39.74230194091797
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,17709805568,2024,0.74,862411000.0,42.03970110094225,31.109378814697266
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,17709805568,2023,0.85,885986000.0,37.779980827780335,32.11298370361328
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,17709805568,2022,0.63,815517000.0,42.578999958341086,26.824769973754883
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,17709805568,2021,0.45,744828000.0,89.02579413519965,40.061607360839844
IVZ,Invesco Ltd.,Financial Services,Asset Management,10159054848,2024,1.18,1120900000.0,14.311101881124205,16.887100219726562
IVZ,Invesco Ltd.,Financial Services,Asset Management,10159054848,2023,-0.73,1136500000.0,-22.453929953379173,16.391368865966797
IVZ,Invesco Ltd.,Financial Services,Asset Management,10159054848,2022,1.5,510300000.0,10.489336013793945,15.734004020690918
IVZ,Invesco Ltd.,Financial Services,Asset Management,10159054848,2021,3.01,969300000.0,6.430060681314564,19.354482650756836
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,37036199936,2024,7.57,2114000000.0,25.95904815149748,196.50999450683594
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,37036199936,2023,7.39,1500000000.0,31.309878874534846,231.3800048828125
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,37036199936,2022,5.82,1586000000.0,35.20446724908049,204.88999938964844
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,37036199936,2021,5.05,2302000000.0,55.86930983137376,282.1400146484375
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,16047089664,2024,5.677344,617783000.0,29.791922474588524,169.1389923095703
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,16047089664,2023,7.055675,-117813000.0,27.794022658400863,196.1055908203125
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,16047089664,2022,9.343738,236086000.0,18.15762058380453,169.66004943847656
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,16047089664,2021,7.239311,276335000.0,27.22645626106653,197.1007843017578
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,30701447168,2024,0.61,-657242000.0,168.05492463659067,102.51350402832031
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,30701447168,2023,0.63,-231530000.0,105.33389136904762,66.3603515625
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,30701447168,2022,1.92,44112000.0,23.587878545125328,45.288726806640625
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,30701447168,2021,1.56,134526000.0,29.053776080791767,45.323890686035156
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11408436224,2025,6.25,410338000.0,28.72390869140625,179.52442932128906
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11408436224,2024,5.239534,335618000.0,31.171947171405176,163.32647705078125
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11408436224,2023,5.029822,174575000.0,32.2999496675078,162.46299743652344
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11408436224,2022,4.979718,313242000.0,34.68539081245571,172.7234649658203
JBL,Jabil Inc.,Technology,Electronic Components,21233920000,2024,11.34,932000000.0,9.618012362687045,109.0682601928711
JBL,Jabil Inc.,Technology,Electronic Components,21233920000,2023,6.15,704000000.0,18.519703934832314,113.89617919921875
JBL,Jabil Inc.,Technology,Electronic Components,21233920000,2022,7.06,266000000.0,8.468615502203491,59.78842544555664
JBL,Jabil Inc.,Technology,Electronic Components,21233920000,2021,4.69,274000000.0,12.992139869153117,60.933135986328125
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,18850902016,2024,6.35,933559000.0,20.222934512641487,128.41563415527344
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,18850902016,2023,5.32,837277000.0,20.85940999195988,110.97206115722656
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,18850902016,2022,5.01,347094000.0,17.490956502522298,87.62969207763672
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,18850902016,2021,3.22,633462000.0,32.94556422263199,106.084716796875
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,71026991104,2024,2.53,1604000000.0,30.2885726506531,76.63008880615234
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,71026991104,2023,2.702031,1775000000.0,19.002940650571333,51.346534729003906
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,71026991104,2022,2.224481,1503000000.0,20.848132264958306,46.37627410888672
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,71026991104,2021,2.309863,1935000000.0,27.112517768213383,62.62620162963867
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,464664920064,2024,5.843978,18059000000.0,24.16427643600467,141.2154998779297
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,464664920064,2023,14.604014,17778000000.0,10.158403699738498,148.3534698486328
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,464664920064,2022,6.862158,17185000000.0,23.64765443174568,162.27394104003906
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,464664920064,2021,7.930572,19758000000.0,19.3081815165482,153.1249237060547
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,800626245632,2024,19.79,-42012000000.0,11.861586606882028,234.7407989501953
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,800626245632,2023,16.25,12974000000.0,10.01162578876202,162.6889190673828
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,800626245632,2022,12.1,107119000000.0,10.29296685841458,124.5448989868164
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,800626245632,2021,15.39,78084000000.0,9.26362075458648,142.56712341308594
K,Kellanova,Consumer Defensive,Packaged Foods,28863494144,2024,3.92,1132000000.0,20.22345601295938,79.27594757080078
K,Kellanova,Consumer Defensive,Packaged Foods,28863494144,2023,2.78,968000000.0,19.042263442663838,52.93749237060547
K,Kellanova,Consumer Defensive,Packaged Foods,28863494144,2022,2.81,1163000000.0,21.690888591508422,60.95139694213867
K,Kellanova,Consumer Defensive,Packaged Foods,28863494144,2021,4.36,1148000000.0,12.225038195968766,53.30116653442383
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,29150670848,2024,0.54,1335000000.0,38.441601505985965,20.758464813232422
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,29150670848,2023,0.9,2699000000.0,22.366233401828342,20.129610061645508
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,29150670848,2022,1.092657,2150000000.0,,
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,29150670848,2021,1.100069,39000000.0,,
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,37207543808,2024,1.06,1597000000.0,29.407447239138044,31.171894073486328
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,37207543808,2023,1.56,848000000.0,20.194322634965946,31.503143310546875
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,37207543808,2022,1.01,2458000000.0,32.57105987850982,32.89677047729492
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,37207543808,2021,1.52,2419000000.0,21.911156804938067,33.30495834350586
KEY,KeyCorp,Financial Services,Banks - Regional,19443271680,2024,-0.32,599000000.0,-51.669710874557495,16.5343074798584
KEY,KeyCorp,Financial Services,Banks - Regional,19443271680,2023,0.88,2761000000.0,14.989831230857156,13.191051483154297
KEY,KeyCorp,Financial Services,Banks - Regional,19443271680,2022,1.94,4361000000.0,7.685290169470089,14.909462928771973
KEY,KeyCorp,Financial Services,Banks - Regional,19443271680,2021,2.65,1087000000.0,7.184352514878759,19.03853416442871
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,28303007744,2024,3.53,898000000.0,42.212463033098004,149.00999450683594
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,28303007744,2023,5.95,1211000000.0,20.51260555491728,122.05000305175781
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,28303007744,2022,6.23,959000000.0,27.95345006364115,174.14999389648438
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,28303007744,2021,4.84,1148000000.0,37.19421575877292,180.02000427246094
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,61240459264,2024,1.17,3006000000.0,22.684036972176315,26.54032325744629
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,61240459264,2023,1.06,4174000000.0,15.226655636193616,16.140254974365234
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,61240459264,2022,1.12,3346000000.0,13.841552393777029,15.502538681030273
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,61240459264,2021,0.78,4427000000.0,16.393726299970577,12.78710651397705
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15176061952,2024,0.55,1005621000.0,41.14206834272905,22.628137588500977
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15176061952,2023,1.02,1071607000.0,19.288300532920687,19.6740665435791
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15176061952,2022,0.16,861114000.0,115.94640016555786,18.551424026489258
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15176061952,2021,1.61,618875000.0,12.917363421517129,20.796955108642578
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,39883264000,2024,7.58,2513000000.0,16.809488663887286,127.41592407226562
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,39883264000,2023,5.22,2776000000.0,21.83557707687904,113.9817123413086
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,39883264000,2022,5.73,1857000000.0,21.407387352322615,122.6643295288086
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,39883264000,2021,5.38,1723000000.0,23.1659715503565,124.63292694091797
KKR,KKR & Co. Inc.,Financial Services,Asset Management,114116288512,2024,3.47,6508342000.0,42.44999954267606,147.30149841308594
KKR,KKR & Co. Inc.,Financial Services,Asset Management,114116288512,2023,4.24,-1602205000.0,19.338546608978845,81.99543762207031
KKR,KKR & Co. Inc.,Financial Services,Asset Management,114116288512,2022,-0.79,-5364315000.0,-57.507840892936606,45.43119430541992
KKR,KKR & Co. Inc.,Financial Services,Asset Management,114116288512,2021,7.95,-7278757000.0,9.06784345518868,72.08935546875
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,30347483136,2024,2.27,3020000000.0,12.967500392560916,29.43622589111328
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,30347483136,2023,2.33,2963000000.0,14.514477774820614,33.81873321533203
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,30347483136,2022,1.93,1553000000.0,18.45320074051773,35.61467742919922
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,30347483136,2021,0.83,4459000000.0,36.309701850615355,30.137052536010742
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,146738692096,2025,,3741694000.0,,893.7947998046875
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,146738692096,2024,20.41,3031191000.0,39.93810478931896,815.13671875
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,146738692096,2023,24.28,3328214000.0,19.55800818454296,474.8684387207031
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,146738692096,2022,22.07,3005382000.0,13.965048398915382,308.2086181640625
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,146738692096,2021,13.49,,22.942680884856838,309.49676513671875
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54064783360,2024,7.91,2151000000.0,26.193007747683904,207.1866912841797
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54064783360,2023,6.47,1647000000.0,31.431954573995366,203.36474609375
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54064783360,2022,5.54,1906000000.0,35.40938890367639,196.1680145263672
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54064783360,2021,9.17,2345000000.0,21.496157713778796,197.11976623535156
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,45459722240,2025,3.7,1777000000.0,16.414853688832874,60.73495864868164
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,45459722240,2024,2.99,2884000000.0,14.856566872485105,44.42113494873047
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,45459722240,2023,3.1,1420000000.0,13.53668705109627,41.96372985839844
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,45459722240,2022,2.2,3576000000.0,18.270499489524145,40.195098876953125
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,23504003072,2024,8.89,1095900000.0,25.58051196206675,227.41075134277344
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,23504003072,2023,4.8,874100000.0,46.34833653767904,222.47201538085938
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,23504003072,2022,14.05,1526600000.0,13.91118385613601,195.45213317871094
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,23504003072,2021,24.6,2688100000.0,10.510537992647992,258.5592346191406
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,9023073280,2025,2.51,230100000.0,22.079028551322057,55.41836166381836
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,9023073280,2024,5.01,-131300000.0,17.095348792161772,85.64769744873047
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,9023073280,2023,6.98,107700000.0,15.243718275709616,106.40115356445312
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,9023073280,2022,1.38,128500000.0,46.33687060812245,63.944881439208984
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,178120818688,2025,4.17,5414078000.0,23.296921544795413,97.14816284179688
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,178120818688,2024,2.913,4255599000.0,36.06223339810226,105.04928588867188
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,178120818688,2023,3.33,4677370000.0,18.859872445687873,62.803375244140625
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,178120818688,2022,3.292,2553640000.0,12.471126032628817,41.05494689941406
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,34748280832,2024,1.97,1624000000.0,25.62742281686231,50.48602294921875
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,34748280832,2023,1.62,1970000000.0,29.3432918595679,47.5361328125
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,34748280832,2022,2.4,-1575000000.0,19.20213540395101,46.08512496948242
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,34748280832,2021,-1.26,-824000000.0,-28.63952394515749,36.08580017089844
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,24180197376,2024,9.36,1243000000.0,15.270244565784422,142.9294891357422
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,24180197376,2023,1.45,958000000.0,73.2745677027209,106.24812316894531
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,24180197376,2022,5.0,863000000.0,20.33385314941406,101.66926574707031
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,24180197376,2021,5.34,929000000.0,15.860069646370992,84.6927719116211
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,32154845184,2024,14.31,2231876000.0,11.599326250354865,165.98635864257812
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,32154845184,2023,13.73,5079939000.0,8.755174207583188,120.20854187011719
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,32154845184,2022,15.74,3208454000.0,5.1734182704358425,81.42960357666016
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,32154845184,2021,14.28,2467602000.0,6.696107474361815,95.62041473388672
LII,Lennox International Inc.,Industrials,Building Products & Equipment,17293699072,2024,22.67,782100000.0,26.69089998397524,605.0827026367188
LII,Lennox International Inc.,Industrials,Building Products & Equipment,17293699072,2023,16.61,486000000.0,26.538503004943372,440.8045349121094
LII,Lennox International Inc.,Industrials,Building Products & Equipment,17293699072,2022,13.92,201200000.0,16.70655984988158,232.55531311035156
LII,Lennox International Inc.,Industrials,Building Products & Equipment,17293699072,2021,12.47,408700000.0,24.847189406920357,309.8444519042969
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,728308383744,2024,11.798943,414300000.0,65.04055405972065,767.4097900390625
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,728308383744,2023,5.826687,-3152000000.0,98.80341851866785,575.6965942382812
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,728308383744,2022,6.572215,4600400000.0,54.43791468224326,357.7776794433594
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,728308383744,2021,5.852967,5387500000.0,45.530835645515346,266.490478515625
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,36219006976,2024,2.77,1050019000.0,46.75090252707581,129.5
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,36219006976,2023,1.35,887717000.0,69.33333220305266,93.5999984741211
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,36219006976,2022,0.66,1481761000.0,105.66666342995383,69.73999786376953
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,36219006976,2021,-3.09,1620734000.0,-38.73462862181432,119.69000244140625
LIN,Linde plc,Basic Materials,Specialty Chemicals,210971787264,2024,13.71,4926000000.0,30.2428153028982,414.6289978027344
LIN,Linde plc,Basic Materials,Specialty Chemicals,210971787264,2023,12.7,5518000000.0,31.64130503737082,401.8445739746094
LIN,Linde plc,Basic Materials,Specialty Chemicals,210971787264,2022,8.3,5691000000.0,37.92590037885918,314.78497314453125
LIN,Linde plc,Basic Materials,Specialty Chemicals,210971787264,2021,7.4,6639000000.0,44.49342057511613,329.2513122558594
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,112723124224,2024,22.39,5287000000.0,21.242051254483727,475.6095275878906
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,112723124224,2023,27.65,6229000000.0,15.634265644425295,432.2874450683594
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,112723124224,2022,21.74,6132000000.0,20.77974882713676,451.7517395019531
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,112723124224,2021,22.85,7699000000.0,14.073833574090536,321.58709716796875
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,20744714240,2024,6.41,2393000000.0,13.184373352717312,84.51183319091797
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,20744714240,2023,6.3,3221000000.0,10.987295725988963,69.21996307373047
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,20744714240,2022,3.39,2654000000.0,17.046090635226538,57.78624725341797
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,20744714240,2021,6.02,2141000000.0,9.465457751505399,56.9820556640625
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,136577687552,2025,12.25,7698000000.0,20.901843012595663,256.0475769042969
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,136577687552,2024,13.23,6176000000.0,15.555004486060916,205.79270935058594
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,136577687552,2023,10.2,6760000000.0,19.338700537588082,197.25474548339844
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,136577687552,2022,12.07,8260000000.0,18.252592552962536,220.3087921142578
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,21143261184,2025,14.67,1583481000.0,28.234492992981,414.20001220703125
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,21143261184,2024,12.23,1644299000.0,37.10711425382001,453.82000732421875
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,21143261184,2023,6.7,327806000.0,45.80298580340485,306.8800048828125
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,21143261184,2022,7.52,994606000.0,44.382980022024604,333.760009765625
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,57319989248,2024,10.11,6132000000.0,13.56645201127442,137.15682983398438
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,57319989248,2023,23.73,12227000000.0,6.024250941993916,142.95547485351562
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,57319989248,2022,28.31,13941000000.0,3.870643014749509,109.5779037475586
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,57319989248,2021,15.34,2896000000.0,3.827655548533374,58.71623611450195
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28459763712,2024,14.71,3394000000.0,12.50359323217624,183.9278564453125
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28459763712,2023,15.85,3649000000.0,8.191705457043573,129.83853149414062
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28459763712,2022,11.59,4360000000.0,11.394180153031304,132.0585479736328
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28459763712,2021,13.81,2566000000.0,9.852579104391065,136.06411743164062
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,73855533056,2024,8.36,1999000000.0,33.121548885363715,276.8961486816406
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,73855533056,2023,10.23,2718000000.0,21.66672125822871,221.6505584716797
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,73855533056,2022,7.27,2031000000.0,19.919574637852477,144.8153076171875
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,73855533056,2021,3.36,994000000.0,47.53993352254232,159.7341766357422
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,14538508288,2024,4.16,1980000000.0,16.720111553485577,69.5556640625
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,14538508288,2023,6.48,3411000000.0,12.9924550468539,84.19110870361328
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,14538508288,2022,11.84,4229000000.0,5.891246409029574,69.75235748291016
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,14538508288,2021,16.77,5736000000.0,4.2005371748867955,70.44300842285156
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,92744802304,2024,8.26,3986000000.0,25.31101697870952,209.06900024414062
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,92744802304,2023,7.6,3842000000.0,24.184676722476357,183.8035430908203
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,92744802304,2022,6.11,2995000000.0,25.900161168774293,158.24998474121094
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,92744802304,2021,6.2,3110000000.0,26.436295047883064,163.905029296875
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37540487168,2024,32.5,604000000.0,15.822096604567308,514.2181396484375
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37540487168,2023,18.88,878000000.0,26.167575383590442,494.0438232421875
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37540487168,2022,13.91,509000000.0,23.898376859751302,332.4264221191406
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37540487168,2021,11.26,714600000.0,38.208926592161134,430.2325134277344
MAS,Masco Corporation,Industrials,Building Products & Equipment,14441904128,2024,3.868235,907000000.0,18.508737351759347,71.59614562988281
MAS,Masco Corporation,Industrials,Building Products & Equipment,14441904128,2023,4.116047,1170000000.0,15.806679359164265,65.06103515625
MAS,Masco Corporation,Industrials,Building Products & Equipment,14441904128,2022,3.746116,616000000.0,11.850150997108885,44.39204025268555
MAS,Masco Corporation,Industrials,Building Products & Equipment,14441904128,2021,1.699834,802000000.0,38.45657230266906,65.36978912353516
MA,Mastercard Incorporated,Financial Services,Credit Services,516516184064,2024,13.91,13586000000.0,37.639240015332945,523.5618286132812
MA,Mastercard Incorporated,Financial Services,Credit Services,516516184064,2023,11.86,10892000000.0,35.550971457367204,421.634521484375
MA,Mastercard Incorporated,Financial Services,Credit Services,516516184064,2022,10.26,10098000000.0,33.301209566885966,341.67041015625
MA,Mastercard Incorporated,Financial Services,Credit Services,516516184064,2021,8.79,8649000000.0,39.93195934100363,351.0019226074219
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7981435904,2024,2.12,882141000.0,15.074775803763911,31.958524703979492
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7981435904,2023,2.36,829379000.0,15.110785274182337,35.66145324707031
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7981435904,2022,1.28,476563000.0,31.669384241104126,40.53681182861328
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7981435904,2021,1.01,832528000.0,127.93237667272587,129.21170043945312
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,18403991552,2024,2.94,647000000.0,26.020037073667357,76.49890899658203
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,18403991552,2023,2.54,973400000.0,24.338855893593134,61.82069396972656
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,18403991552,2022,2.54,389500000.0,31.351155558909017,79.6319351196289
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,18403991552,2021,2.83,550300000.0,27.869733399300188,78.87134552001953
MCK,McKesson Corporation,Healthcare,Medical Distribution,98962710528,2025,25.86,5226000000.0,25.96763380718895,671.5230102539062
MCK,McKesson Corporation,Healthcare,Medical Distribution,98962710528,2024,22.54,3627000000.0,23.656517103274734,533.2178955078125
MCK,McKesson Corporation,Healthcare,Medical Distribution,98962710528,2023,25.23,4601000000.0,13.940911098363802,351.72918701171875
MCK,McKesson Corporation,Healthcare,Medical Distribution,98962710528,2022,7.32,3899000000.0,41.0735750458931,300.6585693359375
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,221295853568,2024,11.497483,6672000000.0,24.786510483221086,284.98248291015625
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,221295853568,2023,11.718279,7255000000.0,24.28630424014002,284.59368896484375
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,221295853568,2022,8.447149,5488000000.0,29.280816107766807,247.33941650390625
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,221295853568,2021,10.130505,7101500000.0,24.291874762436265,246.08895874023438
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,7808848384,2024,2.63,810000000.0,13.645452057000803,35.88753890991211
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,7808848384,2023,3.51,998000000.0,12.92839485016304,45.378665924072266
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,7808848384,2022,4.15,1028000000.0,11.958290008177238,49.62690353393555
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,7808848384,2021,3.68,1074000000.0,14.85867396644924,54.6799201965332
MDT,Medtronic plc,Healthcare,Medical Devices,123002880000,2025,3.63,5185000000.0,23.15749281365681,84.06169891357422
